report 1 0.41396077005
preliminari 1 0.559824668864
languag 1 0.284298447464
intern 1 0.487002315405
algebra 1 0.44411255167
subtract 2 0.499109706652
root 2 0.381809072123
repeat 2 0.511922320469
extract 2 0.458759734469
digit 2 0.320757592173
comput 2 0.172339618395
techniqu 3 0.338087364987
scheme 3 0.474727969466
program 3 0.247260678394
matrix 3 0.425256256937
depart 3 0.646799475494
terminologi 4 0.542854721812
program 4 0.207524328436
glossari 4 0.619480989414
engin 4 0.488737009096
comput 4 0.199052364489
squar 5 0.572101080427
root 5 0.630282706627
approxim 5 0.524827651235
procedur 6 0.444762055593
inspect 6 0.851334400526
comput 6 0.278238121732
terminologi 7 0.542854721812
program 7 0.207524328436
glossari 7 0.619480989414
engin 7 0.488737009096
comput 7 0.199052364489
transform 8 0.517786396504
scheme 8 0.51896983414
program 8 0.270303924582
equival 8 0.624102032687
uncol 9 0.898473774639
propos 9 0.439027193106
terminologi 10 0.542854721812
program 10 0.207524328436
glossari 10 0.619480989414
engin 10 0.488737009096
comput 10 0.199052364489
solution 11 0.334573909231
propos 11 0.348130450968
program 11 0.209311853939
problem 11 0.260874149324
part 11 0.389822243833
machin 11 0.33947705647
commun 11 0.405630751496
chang 11 0.472500110233
rung 12 0.569548993386
procedur 12 0.30649489529
kutta 12 0.548970354828
estim 12 0.411635147464
error 12 0.332960775747
terminologi 13 0.542854721812
program 13 0.207524328436
glossari 13 0.619480989414
engin 13 0.488737009096
comput 13 0.199052364489
solution 14 0.334573909231
propos 14 0.348130450968
program 14 0.209311853939
problem 14 0.260874149324
part 14 0.389822243833
machin 14 0.33947705647
commun 14 0.405630751496
chang 14 0.472500110233
techniqu 15 0.354838491301
recurs 15 0.522398876203
fit 15 0.539238817252
curv 15 0.557145005543
secant 16 0.67026968557
newton 16 0.503551829569
modif 16 0.483510858427
method 16 0.251776395492
program 17 0.388868773205
oper 17 0.522146416341
arithmet 17 0.759041630695
system 18 0.341537457443
simpl 18 0.547576058781
cod 18 0.518385122089
automat 18 0.561061039648
terminologi 19 0.542854721812
program 19 0.207524328436
glossari 19 0.619480989414
engin 19 0.488737009096
comput 19 0.199052364489
techniqu 20 0.0883979840921
solution 20 0.103339587419
rat 20 0.146575189992
process 20 0.0818374537648
procedur 20 0.0991237894367
iter 20 0.535709050838
induc 20 0.186828629307
illustr 20 0.12328412451
equat 20 0.109464214973
diverg 20 0.212115530097
discuss 20 0.0881650963996
converg 20 0.615519671067
appli 20 0.117571148724
acceler 20 0.385973456186
formul 21 0.504204691004
flow 21 0.479228652997
diagram 21 0.570199948991
algebra 21 0.437023507247
unusu 22 0.551826484931
logic 22 0.367014475151
implement 22 0.318852218011
depart 22 0.491852937913
comput 22 0.180351181151
automat 22 0.32873519655
applic 22 0.27678236595
truth 23 0.53552218941
oper 23 0.21916071695
function 23 0.216606953862
extract 23 0.416746508747
decim 23 0.416746508747
comput 23 0.156556752672
command 23 0.378666923246
binari 23 0.320954874804
redund 24 0.531604723931
improv 24 0.399052880616
decim 24 0.550451294979
check 24 0.505130268171
system 25 0.407722161154
purpos 25 0.692754491701
program 25 0.383098587667
gener 25 0.455070682049
subroutin 26 0.535884856431
method 26 0.29659315176
logarithm 26 0.632827268902
calcul 26 0.473697763042
not 27 0.402848206979
gener 27 0.249810941455
function 27 0.279088578802
empir 27 0.474734987326
bound 27 0.42333925788
bessel 27 0.541135792007
request 28 0.828683453587
program 28 0.35890988654
method 28 0.429496713719
algorithm 29 1.0
truth 30 0.584049383647
tabl 30 0.32817860739
statem 30 0.350917183287
produc 30 0.335749182127
logic 30 0.347462632949
function 30 0.236235137215
analyz 30 0.34415832887
algorithm 30 0.142591933875
nundrum 31 0.818297991251
ibm 31 0.440248705679
cod 31 0.369553074217
width 32 0.615206975933
variabl 32 0.323005588535
tabl 32 0.345686125645
search 32 0.332954469767
facil 32 0.388434483081
binari 32 0.368712411631
typ 33 0.359269834488
program 33 0.204448532422
ibm 33 0.393435206439
counter 33 0.600020199214
calcul 33 0.390749684295
binari 33 0.402026325893
tabl 34 0.678840738147
comput 34 0.353184416613
automat 34 0.643767054216
squar 35 0.530523306458
root 35 0.584476549622
method 35 0.329141068417
machin 35 0.446091814623
comput 35 0.263818942181
simul 36 0.353929928313
queue 36 0.477180884299
network 36 0.388882889987
ibm 36 0.381519174127
burrough 36 0.591815196791
impact 37 0.823744525988
develop 37 0.473545654477
comput 37 0.311768293819
propos 38 0.511685945813
interpret 38 0.658206712991
algol 38 0.552215008698
variabl 39 0.16476149055
system 39 0.101792716437
solution 39 0.152883699686
